 &plot nbnd=  13, nks=   474 /
  -18.263  -17.877  -11.552   -9.700  -10.205   -8.781   -7.206   -7.436   -6.204   -2.369
   -2.044   -1.517   -0.710
            0.000000  0.523954  0.000000
  -18.257  -17.875  -11.558   -9.699  -10.211   -8.784   -7.203   -7.437   -6.200   -2.364
   -2.035   -1.514   -0.707
            0.000000  0.527291  0.000000
  -18.252  -17.874  -11.565   -9.698  -10.217   -8.787   -7.201   -7.438   -6.196   -2.359
   -2.026   -1.511   -0.704
            0.000000  0.530628  0.000000
  -18.247  -17.872  -11.571   -9.697  -10.222   -8.790   -7.199   -7.439   -6.192   -2.354
   -2.018   -1.508   -0.702
            0.000000  0.533966  0.000000
  -18.242  -17.871  -11.577   -9.695  -10.227   -8.793   -7.197   -7.440   -6.189   -2.349
   -2.010   -1.505   -0.699
            0.000000  0.537303  0.000000
  -18.238  -17.870  -11.582   -9.694  -10.231   -8.795   -7.195   -7.441   -6.185   -2.345
   -2.002   -1.503   -0.697
            0.000000  0.540640  0.000000
  -18.234  -17.869  -11.587   -9.694  -10.236   -8.797   -7.193   -7.442   -6.182   -2.341
   -1.995   -1.501   -0.695
            0.000000  0.543977  0.000000
  -18.230  -17.868  -11.591   -9.693  -10.240   -8.799   -7.192   -7.443   -6.179   -2.337
   -1.989   -1.499   -0.693
            0.000000  0.547315  0.000000
  -18.227  -17.867  -11.595   -9.692  -10.243   -8.801   -7.191   -7.443   -6.176   -2.334
   -1.983   -1.497   -0.691
            0.000000  0.550652  0.000000
  -18.224  -17.866  -11.599   -9.691  -10.246   -8.802   -7.189   -7.444   -6.174   -2.331
   -1.977   -1.495   -0.690
            0.000000  0.553989  0.000000
  -18.221  -17.865  -11.602   -9.691  -10.249   -8.804   -7.188   -7.444   -6.172   -2.329
   -1.973   -1.494   -0.688
            0.000000  0.557327  0.000000
